"bore","stroke","engine_id"
99.8336885418062,79.8086784379009,1
100.414889050012,80.2165811964248,2
99.6960644981955,79.8471873933811,3
100.133020454339,80.065664453843,4
99.9906168037664,79.8001903146712,5
99.950087956099,79.6354009024782,6
100.262063669474,79.8613090302235,7
99.9572043202549,79.5614492405028,8
100.266561991188,80.0552634094474,9
100.180765424902,80.1460418852919,10
100.184187824924,80.2381285595774,11
100.299979132557,80.2004699391343,12
99.8599084874139,79.9172048372756,13
99.9724247945265,79.9016198228276,14
99.9343856461919,79.5656857655472,15
100.232661664988,80.1534103124818,16
100.097088207098,79.7717316058226,17
99.9327954438762,80.089183684263,18
100.154288189017,80.1367141709888,19
100.016361650927,80.1373689893485,20
100.217110209628,79.9264763495422,21
99.8992176269289,79.6900040999932,22
100.053411651829,79.8960776358006,23
100.392894496766,80.0046797377738,24
100.118447945998,80.0056163270079,25
100.109154198703,80.2362872041425,26
100.284243188722,79.9511774904577,27
99.9253640811936,79.792849011736,28
99.9628381665347,79.805209059753,29
100.074467167069,79.9153620405927,30
100.200780496641,80.0105955970118,31
100.22810349247,80.0016781104731,32
100.163546956251,80.0056032523826,33
100.38995908977,80.0968566193482,34
99.8491370169762,79.7573290279377,35
99.6742226022121,79.4939793270974,36
100.036257321383,79.6774165044714,37
99.9936073577367,79.8722294887513,38
100.474610932448,80.1340232555106,39
99.9984477111935,79.8639728056693,40
99.9661239179672,79.9915154869561,41
99.9391569942201,79.8080520515551,42
99.9882453406419,79.7431758055727,43
99.8143578330184,79.4184264650625,44
100.059949456879,79.7731291523609,45
100.061685248487,80.2541580984278,46
100.057898707521,79.7717393680131,47
100.293038924583,80.2212108184516,48
100.029773507813,79.7328244916358,49
99.8607155825704,79.89878692232,50
99.9388590489813,79.6904471700768,51
100.453160809125,80.0743318489599,52
99.9962511952183,80.0597315311337,53
99.8274199006716,79.8027703635757,54
100.079156358219,79.9252183765379,55
100.101617426631,79.8989749556996,56
100.367825476149,80.0937514433122,57
99.8028264220975,79.8451899211132,58
99.8443287305817,79.7925613805709,59
100.199042020243,80.142400733043,60
